iso,country,date,rho,psiC,psiD,psiN,alphaC,alphaD,deltaC,deltaD,thetaD,thetaS,betaTilLC,betaTilLD,betaTilLS,betaTilLR,betaTilKCC,betaTilKDC,betaTilKSC,betaTilKRC,betaTilKCD,betaTilKDD,betaTilKSD,betaTilKRD,betaTilICC,betaTilICD,betaTilICS,betaTilIDC,betaTilIDD,betaTilIDS,betaTilISC,betaTilISD,betaTilISS,betaTilIRC,betaTilIRD,betaTilIRS,DC1,DD1,DS1,DR1,xFC1,xFD1,xFS1,xFR1,xC1,xD1,xS1,xR1,yC1,yD1,yS1,yR1,gdp,labinc1,capCinc1,capDinc1,L_hat
ROU,romania,207,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.26739141,0.30396414,0.28909106,0.32983691,0.16269771,0.12435871,0.14998604,0.19722915,0.21304757,0.16284385,0.19640205,0.25826542,0.08887432,0.20136841,0.06662058,0.00982425,0.30217831,0.09683075,0.00709431,0.06036829,0.29705825,0.01286042,0.08149433,0.12031376,0,9.61E-06,0.00013033,0.0001275,0.00049367,0.00042061,0.0003046,0.00129817,0.00057348,0.00095554,0.00076328,0.00289217,0.00057348,0.00094593,0.00063295,0.00276467,0.00313681,0.00100998,0.00142395,0.00090645,0.99684543
KOR,southkorea,207,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33906948,0.17673874,0.23737972,0.37724989,0.11047279,0.08656133,0.12858398,0.20071553,0.14466067,0.11334936,0.16837672,0.26283073,0.00258339,0.34573562,0.05747805,0.00265318,0.54612256,0.07457483,0.00495158,0.05008174,0.41062625,0.0140859,0.04846138,0.09665658,0,-0.00318102,-0.00005243,0.00274425,0.00282597,0.0047832,0.00230031,0.00533633,0.00296195,0.01770997,0.00729684,0.01617667,0.00296195,0.02089099,0.00734927,0.01343242,0.01996215,0.00741898,0.00782799,0.00568518,1.0059055
ESP,spain,207,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.23674636,0.26421878,0.31330487,0.41937196,0.08204038,0.08317144,0.11092769,0.1775927,0.10742932,0.10891041,0.14525635,0.2325521,0.35933838,0.18450855,0.02993701,0.01227683,0.43597217,0.09545036,0.01907988,0.08162572,0.32980549,0.03542891,0.04861518,0.08643916,0,-0.00004506,0.00022217,-0.00013081,0.00328037,0.00097893,0.00220899,0.01145321,0.00603245,0.00554167,0.00574591,0.02214918,0.00603245,0.00558673,0.00552374,0.02227998,0.02543772,0.00949291,0.01119205,0.00648811,0.98797384
SWE,sweden,207,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.49979963,0.34068327,0.37585116,0.51249292,0.06974477,0.08142315,0.1133699,0.13757586,0.09132861,0.10662108,0.14845435,0.18015131,0.02369922,0.27502149,0.04040628,0.01749617,0.38781249,0.06596384,0.01848984,0.08384828,0.25998646,0.03766635,0.07360179,0.05851177,0,-0.00027495,-0.00003635,-0.00019841,0.0007088,0.00098624,0.00073333,0.00385784,0.00097237,0.00294263,0.00166436,0.00857435,0.00097237,0.00321758,0.00170071,0.00877276,0.00933729,0.00430018,0.00362203,0.00199825,0.99816017
GBR,unitedkingdom,207,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.30351724,0.40651945,0.45312641,0.52512605,0.10415915,0.06584575,0.0918672,0.14405276,0.13639316,0.08622296,0.12029723,0.1886326,0.29841763,0.11090879,0.04660402,0.01032953,0.35290049,0.07818183,0.01151983,0.06212142,0.26106791,0.02615345,0.04997402,0.06606112,0,0.00136728,0.00084461,-0.00160507,0.00353075,0.00440643,0.00260421,0.02108436,0.00608932,0.00940158,0.00648845,0.04458922,0.00608932,0.0080343,0.00564384,0.04619429,0.04413141,0.0195865,0.01806271,0.00949107,1.0022774
USA,unitedstates,207,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46164827,0.37134749,0.36354104,0.49391476,0.1244656,0.08634735,0.13319969,0.17270039,0.16298382,0.11306916,0.17442084,0.22614577,0.00403582,0.18979455,0.05707193,0.00462779,0.35714795,0.06746026,0.00631041,0.05460306,0.26792496,0.01159736,0.0425778,0.05306392,0,0.00547583,0.00237501,0.0029191,0.01522996,0.02724997,0.02536845,0.13871479,0.01741506,0.05750914,0.04977915,0.25993492,0.01741506,0.05203331,0.04740415,0.25701581,0.28661914,0.11166692,0.1272526,0.0685412,1.0058111
ROW,zz_row,207,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33127944,0.2778522,0.31587223,0.42722098,0.12026532,0.09728651,0.1280145,0.18741513,0.15748369,0.12739365,0.16763099,0.24541426,0.05112835,0.28063377,0.05920944,0.00941365,0.41122415,0.07682983,0.01143501,0.06256999,0.31447729,0.02238872,0.0486099,0.06895102,0,0.01780766,-0.00100479,-0.02642648,0.04159204,0.06206867,0.03203597,0.11094558,0.04920784,0.13623081,0.07853262,0.28629987,0.04920784,0.11842314,0.07953741,0.31272636,0.33541123,0.13301756,0.13251188,0.08804306,1.0019268
AUT,austria,208,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33979426,0.30140842,0.33954448,0.45935468,0.13002726,0.09616262,0.12693264,0.17059432,0.17026665,0.12592195,0.16621434,0.22338794,0.09063316,0.22409746,0.04518121,0.01430895,0.39731872,0.06487935,0.01823147,0.07074091,0.27833615,0.03817266,0.0483046,0.06018581,0,-0.00015119,5.08E-06,-0.00005088,0.00084613,0.00091674,0.00060473,0.00278246,0.00111736,0.00242399,0.00137378,0.00618738,0.00111736,0.00257517,0.0013687,0.00623825,0.00722198,0.00292209,0.00292494,0.00180519,1.0036058
CAN,canada,208,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.39772635,0.29058317,0.3497068,0.46062419,0.11161075,0.09097699,0.12151794,0.18128061,0.1461508,0.11913153,0.15912395,0.23738131,0.00783276,0.25955764,0.0771217,0.00742516,0.42747913,0.06440402,0.00899117,0.05495862,0.30570153,0.02133009,0.03366974,0.06571406,0,0.00133416,0.00033416,-0.00120576,0.00553057,0.00295153,0.00161779,0.01432195,0.00600164,0.00823725,0.00495964,0.02845685,0.00600164,0.00690309,0.00462548,0.02966261,0.0327825,0.01316293,0.01349803,0.00814617,1.0020557
CHN,china,208,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22060215,0.13810616,0.18643494,0.32769639,0.09960895,0.09660963,0.13073908,0.16484024,0.13043481,0.1265073,0.17119874,0.21585315,0.00702245,0.27787129,0.26446036,0.00492904,0.50449199,0.12935589,0.0075243,0.09272981,0.41137314,0.02052936,0.12974023,0.14134062,0,-0.01002524,-0.00360127,0.01360545,0.03309759,0.04214461,0.01471222,0.02892333,0.0349877,0.13427853,0.07862048,0.13632994,0.0349877,0.14430377,0.08222174,0.12272449,0.14305262,0.04799622,0.05485464,0.04574428,1.0009293
CZE,czechrepublic,208,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22821125,0.18829192,0.22324212,0.3727528,0.11131362,0.08002353,0.1058494,0.18288565,0.14576171,0.10478832,0.13860649,0.23948306,0.28084588,0.18617339,0.04769415,0.01253207,0.51075629,0.10360787,0.01634285,0.08463602,0.43132311,0.05050203,0.07883798,0.07553848,0,-0.00060025,0.00012261,0.00026554,0.00040232,0.00035394,0.00028756,0.00144628,0.00070949,0.00197924,0.00109897,0.0038493,0.00070949,0.00257949,0.00097636,0.00358375,0.00366193,0.0013057,0.00156442,0.00101204,1.0010267
DNK,denmark,208,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.44971563,0.37107702,0.39379926,0.52516225,0.08541444,0.06485949,0.10111125,0.14677451,0.11184755,0.08493148,0.13240203,0.19219664,0.02161463,0.28103726,0.05037049,0.01234595,0.39806232,0.06872375,0.01958653,0.05957304,0.29352789,0.04104912,0.03443675,0.06038073,0,0.00003961,-0.00023207,-0.00008584,0.00051238,0.00023542,0.00020485,0.00287426,0.00067959,0.00095136,0.00077652,0.00575592,0.00067959,0.00091176,0.00100859,0.00584176,0.00580961,0.00259567,0.00235803,0.00124701,1.0007427
FIN,finland,208,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.356297,0.28705294,0.32796,0.46941814,0.09352747,0.09542495,0.11265896,0.16155271,0.1224713,0.124956,0.1475234,0.21154824,0.08413665,0.28423248,0.0593351,0.00845396,0.40931077,0.07480137,0.01122194,0.07681489,0.3238208,0.03413468,0.04605394,0.07729229,0,-0.00006477,-0.00007479,0.00022072,0.00061502,0.00059561,0.0003475,0.00189067,0.00076315,0.00169064,0.00100177,0.00415029,0.00076315,0.0017554,0.00107656,0.00392958,0.00460654,0.00191278,0.00186886,0.00110919,1.0037313
FRA,france,208,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.37018445,0.31312944,0.37220815,0.4941793,0.11607402,0.07732508,0.10948077,0.16509708,0.15199532,0.10125478,0.14336165,0.21618948,0.12498517,0.18466892,0.05209212,0.00764549,0.41288193,0.08776328,0.00935027,0.07443017,0.291169,0.01604044,0.04777219,0.06072151,0,0.00042598,-0.00006274,0.00073533,0.00531903,0.00316695,0.00369362,0.02256511,0.00665801,0.01008745,0.00879218,0.04437579,0.00665801,0.00966147,0.00885493,0.04364047,0.04818127,0.01957368,0.02062851,0.01131442,1.0008149
DEU,germany,208,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.38557821,0.33855098,0.36684055,0.46608352,0.11426629,0.07877679,0.1231783,0.19025535,0.14962815,0.10315575,0.16129814,0.24913345,0.04250889,0.23595652,0.07206195,0.00822969,0.40761666,0.06367015,0.01005928,0.05902299,0.27960075,0.0183225,0.03574658,0.04045861,0,-0.0062483,-0.00112883,0.00385288,0.0052863,0.00797012,0.00541171,0.02440221,0.00630542,0.02284397,0.01230625,0.05396387,0.00630542,0.02909226,0.01343508,0.05011099,0.06309765,0.02678668,0.02507988,0.01501799,0.99907456
GRC,greece,208,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.24905343,0.26214322,0.30887004,0.33438892,0.17651215,0.13958179,0.18446997,0.23891,0.23113716,0.18277801,0.24155767,0.3128452,0.0049588,0.29421259,0.04412587,0.01443065,0.3392882,0.06177812,0.01475776,0.05960674,0.19073783,0.01732987,0.03629064,0.06023537,0,0.00014953,0.00017177,0.00030232,0.00017506,0.00030731,0.00075335,0.00232273,0.00023259,0.00068611,0.00109446,0.00389096,0.00023259,0.00053659,0.00092269,0.00358864,0.00463756,0.00115919,0.00247158,0.00139751,0.9809548
IND,india,208,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.35373758,0.15428985,0.17176474,0.26578223,0.12230994,0.15725282,0.19129364,0.2747376,0.16016106,0.20591766,0.25049305,0.35976032,0.03105504,0.29746944,0.03526695,0.01710348,0.4033586,0.06207758,0.01521396,0.04763944,0.32359516,0.01495494,0.03720093,0.04756398,0,0.00167128,-0.000304,0.00106033,0.00609348,0.00549764,0.00391807,0.01188933,0.00678413,0.01281109,0.00807549,0.02879907,0.00678413,0.01113981,0.00837949,0.02773874,0.03372087,0.00843602,0.01590957,0.01138311,1.0044618
ITA,italy,208,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25698302,0.27416379,0.26916106,0.35877923,0.15707067,0.10613287,0.12142916,0.21012561,0.20567915,0.13897768,0.15900771,0.27515293,0.0969846,0.23734084,0.04594172,0.01361576,0.38769481,0.07941508,0.01630075,0.0813216,0.35277972,0.02557311,0.05476243,0.0756067,0,-0.00154383,-0.00014357,0.00158452,0.00394076,0.00362293,0.0037066,0.01543349,0.00512289,0.01138259,0.00937274,0.03504219,0.00512289,0.01292642,0.00951632,0.03345767,0.03740138,0.0123906,0.01683688,0.01060505,1.0009156
JPN,japan,208,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46124373,0.2665205,0.30403859,0.46134495,0.10049399,0.0933444,0.14239732,0.18557571,0.13159375,0.12223159,0.18646485,0.2430056,0.00586303,0.25454689,0.04625861,0.00696983,0.44905335,0.06188033,0.00833903,0.0413752,0.317385,0.01519061,0.02581254,0.06907059,0,-0.00661085,0.00153103,0.00682505,0.01332895,0.01224683,0.01380115,0.04169538,0.01447514,0.03793019,0.02805323,0.08393507,0.01447514,0.04454104,0.0265222,0.07711002,0.11004639,0.04269869,0.0465794,0.02781738,0.99793191
MEX,mexico,208,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25492285,0.1656091,0.21985811,0.2908334,0.17314335,0.13091523,0.20358856,0.26589463,0.22672582,0.17142942,0.26659287,0.34818073,0.06586158,0.22665329,0.05269311,0.00165961,0.4298762,0.10051044,0.00248492,0.05250574,0.25496981,0.00211364,0.03931271,0.05366489,0,-0.00040465,0.00074145,-0.00004137,0.00242271,0.00178342,0.00423824,0.00689207,0.00263619,0.00552848,0.00692124,0.01362643,0.00263619,0.00593314,0.00617978,0.0136678,0.02120203,0.00502976,0.01049589,0.00709013,1.0285977
